Run,Bases,BioProject,Bytes,stool_sample_id,public_client_id,genome_id,blood_sample_id,blood_days_in_program,stool_days_in_program
SRR18749039,177202900,PRJNA826648,115177156,22001701510648,01835383,DS-293063,A436BK504-008,41,12
SRR18747896,148469512,PRJNA826530,96500748,AV15-2179,01836299,DS-228256,A196AX886-002,37,35
SRR18749459,121851794,PRJNA826648,66084758,22001612562508,01836500,DS-268595,A137BG522-003,22,24
SRR18747603,73756852,PRJNA826530,44840418,AV15-1996,01837155,DS-231068,A779AW577-002,20,12
SRR18749014,104099080,PRJNA826648,58463651,22001612561641,01837160,DS-267945,A862BF438-003,10,32
SRR18747821,93951308,PRJNA826530,59852741,AV15-2708,01837890,DS-244300,A904AZ144-002,21,16
SRR27023178,91696826,PRJNA1047679,58841307,AV15-1345,01838038,A268AU771-007,A268AU791-002,20,20
SRR18748771,163162090,PRJNA826648,95171032,22001612561515,01838254,DS-282083,A146BJ803-002,14,15
SRR18747682,95648068,PRJNA826530,65127821,AV15-1521,01839338,A017AU841-007,A017AU957-002,18,18
SRR18747447,95621964,PRJNA826530,60947627,AV15-1308,01840546,A719AT744-004,A719AT788-002,46,46
SRR18747848,108638322,PRJNA826530,68169777,AV15-3752,01840662,DS-243772,A904AZ508-002,5,6
SRR18749147,128299255,PRJNA826648,74438110,22001612561931,01841123,DS-267537,A972BH481-002,15,13
SRR18747785,82427396,PRJNA826530,53626221,AV15-1081,01841518,A976AR203-005,A976AR218-002,3,3
SRR18747494,213899188,PRJNA826530,136217021,AV15-1087,01842462,A941AR716-005,A941AR772-002,14,14
SRR27023268,126351225,PRJNA1047679,68927196,22001612561239,01842802,DS-267255,A392BL814-008,372,401
SRR18749212,160466740,PRJNA826648,98167192,22001612561684,01842820,DS-293524,A581BK296-002,32,54
SRR18749127,109095630,PRJNA826648,64643664,22001612560068,01843011,DS-267549,A972BH420-022,19,22
SRR18749301,176402030,PRJNA826648,106278484,22001612562128,01843022,DS-276935,A635BI947-003,6,11
SRR18749375,104427260,PRJNA826648,60749525,22001612561355,01843404,DS-265208,A089BI822-002,27,14
SRR27023039,153470644,PRJNA1047679,84498565,22001612560910,01843591,DS-267298,A862BF287-003,2,16
SRR27023126,72106265,PRJNA1047679,45229082,22001612560433,01843887,DS-265415,A137BG462-003,13,2
SRR18747428,113678402,PRJNA826530,72950772,AV15-1376,01844101,A253AU396-007,A253AU418-002,13,13
SRR18749453,86839076,PRJNA826648,48104081,22001612562591,01844983,DS-268156,A421BG289-003,19,17
SRR27023038,93390925,PRJNA1047679,57708872,22001612561871,01845430,DS-270580,A550BG883-003,26,3
SRR18747576,84292326,PRJNA826530,54670816,AV15-1607,01846329,A626AV115-007,A626AV136-002,27,32
SRR27023095,128187990,PRJNA1047679,74845250,22001612561721,01846878,DS-277245,A776BI424-003,19,15
SRR18747934,86509660,PRJNA826530,54690740,AV15-1485,01847034,A042AU491-007,A042AU549-002,12,12
SRR18748091,90986998,PRJNA826530,61619195,AV15-1302,01848354,A752AT597-004,A752AT610-002,30,30
SRR18748056,90523150,PRJNA826530,56101386,AV15-1359,01849118,A253AU403-007,A253AU423-002,109,109
SRR27023086,88614546,PRJNA1047679,57843589,AV15-1588,01849376,A040AV071-007,A040AV089-002,31,49
SRR18747750,64004745,PRJNA826530,39870252,22001612560924,01849944,DS-267252,A862BF202-003,11,5
SRR18747715,160849334,PRJNA826530,100174907,AV15-1186,01850702,A000AV131-007,A545AS699-002,61,61
SRR18747636,67595806,PRJNA826530,41458228,AV15-1646,01851524,A847AU012-007,A847AU062-002,16,16
SRR18749347,166861205,PRJNA826648,99013564,22001612560193,01851966,DS-279603,A710BI208-003,14,12
SRR18749144,127859550,PRJNA826648,76527436,22001612562208,01852207,DS-268096,A202BI731-003,127,127
SRR18749036,212274580,PRJNA826648,129841620,22001701510751,01852337,DS-284614,A773BJ898-002,6,26
SRR18749427,75440050,PRJNA826648,38309934,22001612560939,01852342,DS-269316,A055BH094-003,8,9
SRR18747811,56100006,PRJNA826530,33225022,AV15-2185,01852899,DS-162033,A903AX686-002,8,8
SRR18749105,61784205,PRJNA826648,39303199,22001612562512,01853575,DS-268552,A137BG390-009,21,10
SRR18749107,83104245,PRJNA826648,49134146,22001612561676,01854068,DS-269053,A972BH499-002,21,21
SRR18747568,93106944,PRJNA826530,60053261,AV15-1623,01854407,A595AV267-006,A595AV321-002,12,20
SRR27023203,128058875,PRJNA1047679,71324907,22001612561558,01855359,DS-281325,A146BJ692-009,16,6
SRR18747703,92742492,PRJNA826530,61831988,AV15-1444,01855594,A046AU726-007,A046AU764-002,8,8
SRR18747674,70808606,PRJNA826530,44916144,AV15-1441,01856162,A046AU722-007,A046AU746-002,33,33
SRR18749490,60225305,PRJNA826648,37309388,22001612561608,01856180,DS-267943,A862BF441-006,10,8
SRR18748016,77702572,PRJNA826530,48311582,AV15-1938,01856718,DS-232553,A939AW309-002,20,19
SRR18747445,98145016,PRJNA826530,62384269,AV15-1314,01857454,A719AT739-004,A719AT782-002,66,66
SRR18749340,181959330,PRJNA826648,110765646,22001612561070,01857729,DS-278417,A380BI983-003,12,30
SRR18747613,74862256,PRJNA826530,45637746,AV15-1963,01857795,A163AW012-007,A163AW023-002,12,17
SRR27023246,97113908,PRJNA1047679,59308165,AV15-3586,01858442,DS-244301,A904AZ369-002,9,4
SRR18749266,286196785,PRJNA826648,168583732,22001612560881,01858976,DS-282209,A313BJ161-002,36,40
SRR18748781,198921590,PRJNA826648,115607947,22001612561271,01859111,DS-280477,A926BI442-002,0,15
SRR18747861,100233838,PRJNA826530,60971331,AV15-2192,01859624,DS-244215,A843AZ267-002,191,197
SRR18748962,120387540,PRJNA826648,78030242,22001612561619,01859710,DS-291971,A265BK983-002,8,8
SRR18749044,59844993,PRJNA826648,33664585,22001612560780,01859809,DS-268164,A421BG021-003,9,12
SRR18747479,263118782,PRJNA826530,162430000,AV15-1006,01859914,A934AR234-005,A934AR241-002,22,22
SRR18749060,208489785,PRJNA826648,123462228,22001701510365,01859929,DS-283188,A566BJ883-002,22,9
SRR18747860,109845130,PRJNA826530,68293197,AV15-2458,01860772,DS-244274,A843AZ251-002,9,16
SRR18748946,121321095,PRJNA826648,77938727,22001701510311,01861775,DS-293085,A436BK517-003,11,4
SRR18747553,75486242,PRJNA826530,45654610,AV15-2509,01862266,DS-244941,A843AZ096-002,9,25
SRR18747397,65120370,PRJNA826530,40401499,22001612560087,01864232,DS-265758,A580BF026-003,6,8
SRR18747948,94577804,PRJNA826530,60410849,AV15-1418,01864802,A017AU833-007,A017AU949-002,19,19
SRR18748976,55686050,PRJNA826648,34821206,22001612561843,01864964,DS-267221,A862BF047-008,14,15
SRR18747648,88968456,PRJNA826530,55914942,AV15-1662,01865403,A847AU021-007,A847AU060-002,10,10
SRR18749079,163243605,PRJNA826648,90786383,22001612560313,01865446,DS-280732,A020BJ291-009,2,3
SRR18747368,65606380,PRJNA826530,36282378,AV15-1270,01866302,A531AT522-006,A531AT552-002,33,33
SRR18747621,71661002,PRJNA826530,47269251,AV15-1409,01866490,A500AV819-006,A500AV871-002,22,25
SRR18747415,85047836,PRJNA826530,51875356,AV15-3663,01866618,DS-243927,A904AZ312-002,8,7
SRR18747731,91186292,PRJNA826530,58662764,AV15-1224,01866958,A500AV827-006,A875AS617-002,39,39
SRR27023154,150728010,PRJNA1047679,97139316,AV15-2169,01867038,DS-228195,A197AX113-002,8,14
SRR18747587,80606140,PRJNA826530,51954090,AV15-1581,01867583,A595AV277-007,A595AV322-002,15,18
SRR27023113,175063966,PRJNA1047679,112608131,AV15-1133,01867674,A928AS346-005,A928AS392-002,70,70
SRR18749023,232996050,PRJNA826648,148212356,22001701512588,01867779,DS-284533,A773BJ893-008,6,26
SRR18748908,121232440,PRJNA826648,66491909,22001612560311,01869208,DS-272268,A499BH000-006,54,83
SRR18749011,227979605,PRJNA826648,124409003,22001701510651,01869613,DS-285136,A611BL119-003,15,12
SRR18749167,47516105,PRJNA826648,24410905,22001612562324,01870183,DS-269553,A550BG598-003,34,40
SRR18749281,151544715,PRJNA826648,87166928,22001612561495,01870642,DS-280418,A860BI257-002,30,17
SRR18748834,121340730,PRJNA826648,69974646,22001612561204,01871379,DS-271205,A089BI565-019,24,38
SRR18748051,98680148,PRJNA826530,61322211,AV15-1411,01872482,A017AU907-007,A018AU004-002,11,11
SRR18747758,48669215,PRJNA826530,30827731,22001612560533,01872692,DS-265991,A579BF630-008,8,9
SRR18748098,114486622,PRJNA826530,77769168,AV15-1283,01874094,A597AT735-004,A597AT764-002,23,23
SRR27023149,180350528,PRJNA1047679,117472911,AV15-2073,01874356,DS-228238,A196AX872-002,65,83
SRR18747573,102404486,PRJNA826530,67405324,AV15-1613,01874495,A626AV119-006,A626AV134-002,10,13
SRR27023136,97293624,PRJNA1047679,63728557,AV15-2217,01874590,A536AT428-004,A928BB321-002,454,463
SRR18749235,200814285,PRJNA826648,110670716,22001701512049,01875465,DS-282637,A850BJ135-007,14,18
SRR27023184,210411635,PRJNA1047679,124229345,22001612560571,01875589,DS-278673,A313BJ167-005,51,53
SRR18747818,228271448,PRJNA826530,142807785,AV15-1098,01876426,A941AR551-005,A941AR585-002,13,13
SRR27023071,133320156,PRJNA1047679,85298837,AV15-1929,01877270,A567AW291-006,A567AW308-002,62,87
SRR18748916,179326455,PRJNA826648,107620735,22001612562328,01879129,DS-268929,A308BH386-003,14,22
SRR18749114,51264605,PRJNA826648,32044185,22001612561442,01879734,DS-268827,A202BI527-002,28,35
SRR27023172,89542242,PRJNA1047679,57252783,AV15-1461,01881570,A046AU728-007,A046AU766-002,9,9
SRR18747444,93777114,PRJNA826530,59364629,AV15-1325,01883214,A752AT601-004,A752AT614-002,68,68
SRR18747841,74687058,PRJNA826530,44735899,AV15-3793,01883918,DS-244348,A904AZ100-002,16,12
SRR18749174,103367565,PRJNA826648,53168606,22001612561940,01884654,DS-271059,A055BH178-003,5,11
SRR27023004,144514195,PRJNA1047679,79609500,22001612560416,01884765,DS-271909,A901BH705-003,22,13
SRR18749400,91828730,PRJNA826648,51107343,22001612561638,01887050,DS-268881,A089BI746-003,27,3
SRR18749444,105456015,PRJNA826648,53285906,22001612560345,01887756,DS-269286,A055BH105-007,20,30
SRR27022980,206265080,PRJNA1047679,124245543,22001612561654,01888706,DS-281286,A146BJ712-002,3,24
SRR27022995,143042760,PRJNA1047679,78001498,22001612562351,01890552,DS-271181,A089BI543-002,29,7
SRR27023009,105962662,PRJNA1047679,72736352,AV15-1525,01890798,A017AU891-007,A017AU997-002,20,20
SRR18747776,76498274,PRJNA826530,49129115,AV15-3803,01891082,DS-244309,A904AZ153-002,16,31
SRR18749342,179820305,PRJNA826648,110333508,22001612560966,01891531,DS-276842,A635BI786-003,15,36
SRR18747575,92053748,PRJNA826530,60313274,AV15-1608,01891966,A595AV273-006,A595AV324-002,28,31
SRR18747420,111465084,PRJNA826530,68252000,AV15-3595,01892350,DS-243926,A904AZ332-002,8,10
SRR18747709,142989178,PRJNA826530,90820704,AV15-1227,01892426,A545AS635-005,A545AS674-002,38,38
SRR27023188,247618770,PRJNA1047679,138695929,22001612561174,01892834,DS-282133,A146BJ789-009,12,12
SRR18749430,106228920,PRJNA826648,54848893,22001612560861,01893267,DS-270063,A168BH948-003,21,10
SRR27023241,51730096,PRJNA1047679,33017869,AV15-1084,01893378,A976AR205-005,A976AR220-002,29,29
SRR18749365,147953890,PRJNA826648,85287178,22001612561722,01897097,DS-267598,A972BH462-003,6,6
SRR18747602,75721178,PRJNA826530,46701895,AV15-2000,01897931,DS-232557,A057AX419-002,34,32
SRR18747944,104176044,PRJNA826530,67174338,AV15-1443,01898494,A042AU483-007,A042AU554-002,12,12
SRR27023160,141520326,PRJNA1047679,87653912,AV15-1589,01899010,A981AU854-007,A981AU776-002,9,9
SRR27023105,150464790,PRJNA1047679,87411581,22001612562408,01899508,DS-278403,A380BI994-003,5,15
SRR18747898,142116200,PRJNA826530,90293275,AV15-2173,01900319,DS-228217,A408AX087-002,9,9
SRR27023019,93011564,PRJNA1047679,62791008,AV15-1113,01901082,A591AT150-004,A591AT161-002,77,77
SRR18747723,276212950,PRJNA826530,171518214,AV15-1003,01901634,337704,A943AR099-002,20,20
SRR18747426,85020226,PRJNA826530,51523808,AV15-3518,01901814,DS-244201,A904AZ530-002,6,6
SRR18749366,124428780,PRJNA826648,71516543,22001612561627,01902049,DS-267593,A901BH514-005,7,8
SRR27023260,56272694,PRJNA1047679,33543578,AV15-2002,01902561,DS-228209,A197AX065-002,2,31
SRR18747567,78823036,PRJNA826530,51187078,AV15-1629,01903340,A000AV126-007,A000AV137-002,25,44
SRR18749361,119784805,PRJNA826648,69018797,22001612561758,01903562,DS-267573,A972BH403-002,14,6
SRR18747611,67080754,PRJNA826530,40609456,AV15-1975,01904899,DS-228821,A939AW348-002,27,26
SRR27023099,166009165,PRJNA1047679,100308444,22001612561314,01905229,DS-277828,A546BI372-003,26,38
SRR18748994,102434010,PRJNA826648,56938915,22001612560319,01905932,DS-268397,A308BH421-008,8,9
SRR18747455,95451284,PRJNA826530,64463914,AV15-1530,01907054,A042AU579-007,A042AU541-002,8,8
SRR18747684,87682332,PRJNA826530,59370603,AV15-1498,01907614,A042AU538-006,A042AU576-002,33,33
SRR27023077,103686594,PRJNA1047679,68445980,AV15-1959,01908194,DS-232550,A939AW394-002,19,7
SRR18748109,104245822,PRJNA826530,71008304,AV15-1124,01908682,A372AW160-007,A597AT762-002,61,61
SRR18749031,230558930,PRJNA826648,143007355,22001701511124,01909024,DS-290989,A132BK218-002,26,25
SRR18747617,48024332,PRJNA826530,29840054,AV15-1943,01909375,DS-228845,A939AW253-002,5,7
SRR27023008,245519666,PRJNA1047679,154003216,AV15-1014,01910870,A941AR699-005,A941AR758-002,13,13
SRR18749310,81939830,PRJNA826648,48752399,22001612560995,01911124,DS-268065,A203BI299-003,62,81
SRR18749415,137112990,PRJNA826648,77408106,22001612561151,01911370,DS-267514,A972BH470-003,15,6
SRR18748975,114139445,PRJNA826648,62911395,22001612562126,01912853,DS-268938,A308BH400-003,14,12
SRR18747923,97697734,PRJNA826530,63312140,AV15-1673,01914151,A595AV275-007,A595AV323-002,15,22
SRR18748875,133802410,PRJNA826648,74136380,22001701511026,01914451,DS-267542,A972BH468-002,19,11
SRR18747435,104749328,PRJNA826530,67240344,AV15-1366,01916238,A127AU592-007,A127AU660-002,29,29
SRR18749026,261588180,PRJNA826648,163571181,22001701511736,01916479,DS-282716,A945BJ531-002,5,8
SRR27023243,98866390,PRJNA1047679,60513964,AV15-3729,01917148,DS-244205,A904AZ502-002,6,2
SRR18749003,133789532,PRJNA826648,75775755,22001612561642,01917153,DS-269622,A550BG816-008,16,12
SRR18747912,125630520,PRJNA826530,83236150,AV15-1390,01917198,A704AV887-006,A704AV979-002,45,50
SRR18748888,78967805,PRJNA826648,43682256,22001612562149,01917395,DS-265218,A089BI788-002,25,5
SRR27023231,90265122,PRJNA1047679,58445779,AV15-1182,01918614,A565AV498-006,A928AS388-002,70,70
SRR27023025,210486010,PRJNA1047679,114514021,22001805511477,01918980,DS-282238,A577BO533-003,385,376
SRR18747380,50149575,PRJNA826530,31742452,22001612560340,01918983,DS-266063,A862BF338-003,11,14
SRR18747770,105186068,PRJNA826530,65291202,AV15-2464,01919756,DS-243936,A902AZ287-002,14,32
SRR18749372,111172180,PRJNA826648,64213242,22001612561384,01919987,DS-267557,A901BH574-003,14,7
SRR18747664,63105416,PRJNA826530,39179575,AV15-1504,01920892,A741AU392-007,A741AU403-002,21,21
SRR18749010,262098690,PRJNA826648,141408483,22001701511690,01921596,DS-290777,A044BL284-008,69,92
SRR18748941,68090015,PRJNA826648,42790752,22001612561845,01922780,DS-267247,A862BF282-019,11,7
SRR18749388,132596345,PRJNA826648,71759643,22001612562096,01923555,DS-271183,A089BI563-002,27,7
SRR27023169,84686898,PRJNA1047679,52948642,AV15-1276,01923779,A565AW354-006,A597AT754-002,66,66
SRR18747846,110768308,PRJNA826530,66912126,AV15-3765,01924106,DS-244296,A904AZ093-002,14,7
SRR18748935,168235655,PRJNA826648,103224531,22001612560687,01925138,DS-270735,A498BH932-003,10,10
SRR18747552,86732046,PRJNA826530,53787580,AV15-2515,01925174,DS-244915,A843AZ090-002,14,31
SRR18747370,66225346,PRJNA826530,36895475,AV15-1268,01925450,A454AW032-007,A531AT539-002,19,19
SRR27023215,190751050,PRJNA1047679,104760354,22001612562172,01925800,DS-269454,A808BG280-003,9,35
SRR27023122,72078895,PRJNA1047679,44932072,22001612560702,01926351,DS-267264,A862BF209-003,8,14
SRR18747482,189694756,PRJNA826530,121201361,AV15-1206,01926530,A040AV080-007,A428AS775-002,50,50
SRR18748774,186228455,PRJNA826648,104863835,22001612561449,01927157,DS-280587,A313BJ202-002,51,30
SRR27023045,100802815,PRJNA1047679,56384913,22001612560329,01927185,DS-269615,A550BG844-003,16,13
SRR18747496,80287370,PRJNA826530,50879742,AV15-1179,01927414,A473AS966-005,A474AS006-002,55,55
SRR18749071,142346015,PRJNA826648,77380800,22001612560996,01928201,DS-277417,A775BI792-003,10,22
SRR18748004,135403456,PRJNA826530,86346657,AV15-1951,01929747,DS-232472,A057AX406-002,35,37
SRR18749454,57587075,PRJNA826648,35981837,22001612561583,01930116,DS-268275,A007BG461-003,17,9
SRR18749207,132893250,PRJNA826648,83019217,22001701510489,01930547,DS-293104,A404BK140-008,17,40
SRR18747851,87588960,PRJNA826530,54873569,AV15-3460,01931898,DS-244362,A904AZ370-002,9,5
SRR18749263,145767265,PRJNA826648,86300036,22001612561117,01932384,DS-278738,A146BJ753-002,34,48
SRR18748872,135013830,PRJNA826648,76205483,22001612560030,01932611,DS-268040,A202BI902-002,34,10
SRR18749443,80351775,PRJNA826648,41905467,22001612560312,01933291,DS-269315,A962BG907-003,14,7
SRR27023257,43612756,PRJNA1047679,25529819,AV15-2074,01933661,DS-228223,A408AX088-002,35,53
SRR18747485,79249234,PRJNA826530,50535838,AV15-1211,01934146,A981AU867-007,A545AS715-002,11,11
SRR18747690,117694402,PRJNA826530,80034776,AV15-1487,01934381,A046AU709-007,A046AU770-002,11,11
SRR18749248,185070585,PRJNA826648,101481780,22001701511025,01935644,DS-282687,A850BJ160-008,10,16
SRR18748009,66822726,PRJNA826530,41508899,AV15-1033,01935734,337669,A982AR255-002,17,17
SRR18749090,149109975,PRJNA826648,86685209,22001612562259,01935829,DS-277314,A775BI761-003,6,15
SRR18747973,58223968,PRJNA826530,33865431,AV15-1968,01936499,DS-228243,A197AX141-002,42,59
SRR18748088,82550888,PRJNA826530,55914710,AV15-1311,01936598,A719AT734-004,A719AT774-002,118,118
SRR27022992,131167155,PRJNA1047679,74477142,22001612561454,01937123,DS-268090,A203BI298-002,34,16
SRR18747591,106716666,PRJNA826530,69722438,AV15-1440,01937840,A479AV431-006,A479AV467-002,9,17
SRR18749350,121881585,PRJNA826648,75164849,22001612562465,01938606,DS-267579,A901BH542-020,13,41
SRR18749094,174424845,PRJNA826648,100105739,22001612562032,01939189,DS-280696,A020BJ362-002,28,4
SRR18748871,133369845,PRJNA826648,76085735,22001612560156,01939555,DS-267569,A972BH467-020,18,15
SRR18749488,61394480,PRJNA826648,33516122,22001701512299,01940575,DS-268269,A097BM357-003,412,426
SRR18747871,93983436,PRJNA826530,57293047,AV15-3778,01940618,DS-243724,A904AZ498-002,5,2
SRR18747872,81511246,PRJNA826530,48765850,AV15-3774,01941086,DS-244322,A904AZ095-002,14,2
SRR18747429,99297106,PRJNA826530,63944335,AV15-1374,01941194,A294AU442-006,A294AU431-002,39,39
SRR18749181,151092153,PRJNA826648,85441231,22001612561850,01941857,DS-270781,A963BG944-003,26,8
SRR18749034,229505780,PRJNA826648,144529518,22001701510924,01942853,DS-289746,A038BK894-002,4,12
SRR18747537,34159092,PRJNA826530,21711654,AV15-1131,01943382,A595AV279-007,A474AS000-002,33,33
SRR27023217,161963760,PRJNA1047679,88755014,22001612561635,01943712,DS-268950,A308BH427-003,40,36
SRR18748017,50582524,PRJNA826530,31643107,AV15-1934,01944259,DS-232558,A939AW353-002,25,23
SRR18747669,62322798,PRJNA826530,39038726,AV15-1001,01944342,A976AR202-005,A976AR217-002,29,29
SRR18748796,154548275,PRJNA826648,90756958,22001612560388,01944942,DS-279419,A179BJ588-002,8,6
SRR18747749,62479165,PRJNA826530,39580387,22001612560935,01946852,DS-265424,A007BG827-008,21,7
SRR18749485,105006490,PRJNA826648,61366318,22001612561643,01948580,DS-269498,A808BG305-008,8,4
SRR27023143,67672110,PRJNA1047679,43177094,AV15-3812,01948634,DS-244304,A904AZ188-002,19,20
SRR18747549,102263424,PRJNA826530,60759104,AV15-3588,01949838,DS-243689,A904AZ529-002,5,1
SRR18748044,75124802,PRJNA826530,46651137,AV15-1433,01949946,A017AU871-007,A017AU985-002,11,11
SRR18747367,62691768,PRJNA826530,35530173,AV15-1271,01951170,A214AW431-007,A548AT618-002,22,22
SRR18747492,86679838,PRJNA826530,55583961,AV15-1188,01952022,A545AS630-005,A545AS680-002,60,60
SRR18747823,68330734,PRJNA826530,43833518,AV15-2495,01952180,DS-243938,A902AZ275-002,5,11
SRR27023027,119542045,PRJNA1047679,61231207,22001805511504,01952330,DS-272124,A589BN808-007,401,413
SRR18747452,178374656,PRJNA826530,109309457,AV15-1044,01952630,A941AR615-005,A941AR598-002,17,17
SRR18749336,195471780,PRJNA826648,120170827,22001612561491,01953116,DS-277799,A635BI970-003,17,22
SRR27023185,178124555,PRJNA1047679,104938975,22001612560029,01954492,DS-280496,A926BI288-002,14,31
SRR18747638,56988546,PRJNA826530,34407691,AV15-1619,01954550,A040AV070-006,A040AV101-002,9,9
SRR18748824,123267935,PRJNA826648,68686395,22001612561259,01954615,DS-280918,A926BI700-009,7,6
SRR18748864,155296190,PRJNA826648,90025992,22001612560584,01955427,DS-268841,A089BI772-002,32,15
SRR27023119,70586040,PRJNA1047679,42219325,22001612561115,01958214,DS-271959,A711BH908-003,2,21
SRR18747832,111899314,PRJNA826530,69955576,AV15-3940,01959030,DS-244327,A904AZ521-002,6,7
SRR18748062,72399444,PRJNA826530,46145259,AV15-1323,01959606,A755AV935-007,A719AT796-002,68,68
SRR18747509,104702642,PRJNA826530,67444605,AV15-4411,01960296,DS-269548,A550BG487-003,65,44
SRR27023081,73382360,PRJNA1047679,47777561,AV15-1664,01961096,A500AV835-006,A500AV858-002,15,19
SRR18748047,160722328,PRJNA826530,99453854,AV15-1021,01961818,A941AR531-005,A941AR575-002,14,14
SRR18747751,66039050,PRJNA826530,42305975,22001612560794,01962253,DS-268580,A137BG387-008,22,14
SRR27023275,96087740,PRJNA1047679,63224144,22001612561698,01962646,DS-291879,A266BK002-004,3,7
SRR18747457,282584334,PRJNA826530,171871121,AV15-1012,01962745,A941AR626-005,A941AR609-002,15,15
SRR18749035,223041105,PRJNA826648,138957978,22001701510777,01963556,DS-291579,A945BJ418-007,14,21
SRR18748844,118598970,PRJNA826648,71051165,22001612560589,01964339,DS-271192,A089BI545-015,27,54
SRR18749001,71858150,PRJNA826648,42843846,22001701510117,01965364,DS-290463,A308BM718-003,33,25
SRR27023223,114786210,PRJNA1047679,58128716,22001612561769,01965975,DS-268801,A447BH925-003,79,74
SRR18747784,80181448,PRJNA826530,50010475,AV15-3715,01966606,DS-244337,A904AZ381-002,7,13
SRR18747834,100610840,PRJNA826530,61566416,AV15-3933,01966838,DS-244331,A904AZ367-002,7,7
SRR18747460,65086810,PRJNA826530,36326184,AV15-1258,01968182,A531AT531-005,A531AT560-002,40,40
SRR18749117,85511020,PRJNA826648,52690358,22001612562199,01968285,DS-269093,A972BH424-003,10,14
SRR18748763,231672770,PRJNA826648,127808953,22001612562482,01968623,DS-280705,A020BJ316-002,14,20
SRR18747493,79792398,PRJNA826530,51415161,AV15-1187,01968854,A040AV072-007,A428AS836-002,19,19
SRR18749360,112548415,PRJNA826648,64529429,22001612561785,01969364,DS-265260,A089BI793-002,27,13
SRR27022988,70517615,PRJNA1047679,42569004,22001612560206,01970438,DS-268070,A203BI015-018,30,23
SRR18747468,234923952,PRJNA826530,148648908,AV15-1011,01970666,A941AR709-005,A941AR767-002,14,14
SRR18749111,88990580,PRJNA826648,53483859,22001612561492,01971659,DS-265242,A089BI808-015,26,26
SRR18748961,127278830,PRJNA826648,83018252,22001612561668,01972000,DS-285435,A404BK177-008,17,22
SRR18747639,63940744,PRJNA826530,38346164,AV15-1598,01972546,A981AU856-007,A981AU773-002,7,21
SRR18747541,67787068,PRJNA826530,41929101,AV15-3674,01974110,DS-243930,A904AZ320-002,7,2
SRR18747543,68998394,PRJNA826530,41434318,AV15-3639,01975702,DS-243916,A904AZ319-002,9,3
SRR18747950,102756388,PRJNA826530,64666788,AV15-1400,01975810,A268AU774-007,A268AU792-002,26,26
SRR27023183,82124188,PRJNA1047679,51736672,AV15-1237,01975894,A752AT595-004,A752AT608-002,37,37
SRR18748939,148327550,PRJNA826648,90735939,22001612560518,01976404,DS-269181,A308BH464-008,6,23
SRR18747488,87998592,PRJNA826530,57567615,AV15-1203,01978362,A040AV081-007,A950AS436-002,73,73
SRR18749294,144150055,PRJNA826648,85332808,22001612560572,01980181,DS-279796,A777BI809-002,8,8
SRR18747376,50758855,PRJNA826530,32314238,22001612560367,01980444,DS-265750,A579BF891-007,5,8
SRR27023282,202216700,PRJNA1047679,127964932,22001701510753,01982074,DS-291656,A945BJ318-008,4,10
SRR27023050,62216175,PRJNA1047679,39056438,22001612562220,01982352,DS-267243,A862BF272-007,9,14
SRR27023013,87529724,PRJNA1047679,59169314,AV15-1335,01983426,A017AU861-007,A017AU977-002,8,8
SRR27023141,102941626,PRJNA1047679,64816053,AV15-3868,01984058,DS-249738,A203BA097-003,7,8
SRR18748905,128722895,PRJNA826648,72482602,22001612560540,01984952,DS-268905,A202BI266-003,34,10
SRR18747930,97255974,PRJNA826530,63502098,AV15-1642,01985848,A500AV841-006,A500AV855-002,15,19
SRR18748797,79047480,PRJNA826648,44328121,22001612560198,01986408,DS-268300,A007BG796-003,17,24
SRR18747795,51584516,PRJNA826530,33256855,AV15-1090,01987234,A941AR627-006,A941AR610-002,15,15
SRR18749076,135776620,PRJNA826648,75025828,22001612560462,01987388,DS-278782,A179BJ699-003,35,15
SRR18747615,81210548,PRJNA826530,49201183,AV15-1949,01987693,DS-228221,A197AX044-002,34,15
SRR18748967,130954740,PRJNA826648,83724058,22001612560663,01987914,DS-285377,A404BK268-007,81,86
SRR18749077,136802995,PRJNA826648,76562667,22001612560423,01988559,DS-280508,A926BI304-002,7,12
SRR27023115,79038610,PRJNA1047679,47101439,22001612561689,01988631,DS-268045,A202BI946-002,15,20
SRR18749275,268962610,PRJNA826648,158559963,22001612560248,01989393,DS-279357,A179BJ592-002,37,39
SRR27023047,61603920,PRJNA1047679,37976826,22001612562380,01990047,DS-268520,A137BG494-003,21,12
SRR18749460,113019106,PRJNA826648,64057217,22001612562505,01990311,DS-268616,A137BG505-010,19,30
SRR18747687,104111788,PRJNA826530,70492060,AV15-1495,01990337,A107AU165-007,A107AU132-002,11,11
SRR18747856,67329244,PRJNA826530,41955038,AV15-2504,01992522,DS-243934,A904AZ252-002,12,13
SRR18747993,178424856,PRJNA826530,115203110,AV15-2060,01993245,DS-228802,A939AW163-002,14,33
SRR18748943,121805425,PRJNA826648,75761203,22001612560359,01994088,DS-271924,A901BH728-010,37,21
SRR27023273,150322585,PRJNA1047679,98047293,22001701510959,01994108,DS-291953,A265BK939-002,12,12
SRR27023220,81147798,PRJNA1047679,51917023,AV15-1208,01994330,A428AS680-005,A428AS780-002,32,32
SRR18749382,107004205,PRJNA826648,60496803,22001612561061,01994483,DS-267605,A972BH516-002,19,16
